coregistration/source_target/func_on_anat,signal_modeling/nuisance_regressors,motion_correction_realignment/register_to/mean,coregistration/cost_function/normalised_mutual_information,motion_correction_realignment/register_to/first,signal_modelling/temporal_noise_autocorrelation/FAST,spatial_normalization/template/MNI152_linear,spatial_normalization/interpolation/trilinear,spatial_normalization/template/MNI305,spatial_normalization/algorithm/linear,spatial_normalization/bias_regularisation/light,signal_modeling/nuisance_regressors/motion,coregistration/cost_function/normalised_cross_correlation,spatial_normalization/algorithm/DARTEL,spatial_normalization/bias_regularisation/medium,spatial_normalization/bias_regularisation/very_light,spatial_normalization/bias_fwhm,spatial_smoothing/fwhm,coregistration/cost_function/mutual_information,signal_modelling/temporal_noise_autocorrelation/AR1,slice_timing_correction/ref_slice/middle,slice_timing_correction/ref_slice,signal_modeling/hrf/temporal_derivs,coregistration/cost_function/entropy_correlation_coefficient,spatial_normalization/bias_regularisation/extremely_light,signal_modeling/hrf/canonical,spatial_normalization/interpolation/nearest_neighbour,spatial_normalization/bias_regularisation,signal_modeling/nuisance_regressors/comp_cor,signal_modeling/hrf/temporal_dispersion_derivs,slice_timing_correction/tool,spatial_normalization/interpolation/bspline,spatial_normalization/bias_regularisation/heavy,slice_timing_correction,slice_timing_correction/tool/spm,slice_timing_correction/ref_slice/first,spatial_normalization/template/MNI152_nonlinear,id,from_ref,target
False,True,False,True,True,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,False,61259beceb1e9104b301c409a3e83f45c6863169afc7c01becf12766331f98a1,0.904498070561617,0
False,True,False,False,True,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,False,607b4dd79432251ec6e5bab8b50e1031364acdbffb86d269577c204b4f7701e9,0.8737911837910438,0
False,True,True,False,False,True,False,False,False,False,0,6,False,False,0,0,0,6,True,False,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,False,606eaec8d9895960b8ff685cc5fcba39769f00158d799d00b3594e37b1fa9d37,0.8899992111420859,0
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,True,True,0,False,True,False,False,False,False,False,0,False,False,False,False,5df0a9c969df81ae02f975dff5d46329cd8c89c6945c7a60092881c00960aac2,0.8754373613634808,0
False,True,False,True,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,False,5dce04fdfa7a387e3d360fcbcf3bee1e4404f8136d3132af204848246128d74d,0.904498070561617,0
False,True,True,False,False,True,False,True,False,False,0,6,False,False,0,0,0,6,True,False,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,False,5ce64eb6f29f41ff33d0fc9360a2aa22d8138b105aa4996d649616a81a6b17cc,0.8866940157535249,0
False,True,True,True,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,False,5ac3e32dcc73345d73f30cbff25227af94e0ec3742850a8129e9146acfdcfc8b,0.8860874681001111,0
False,True,True,False,False,False,False,True,False,False,0,6,False,False,0,0,0,6,False,True,True,True,False,True,0,False,False,False,False,True,True,False,0,True,True,False,False,56ef055fc428cc3b6a4671b5777f1be1efe56ee179c3ae2b411ddb5cb67de7f0,0.8777442492528145,0
False,True,False,False,True,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,False,True,False,False,0,True,True,False,False,False,True,False,0,True,True,True,False,533e0a0f414723a373ee61c7d7baef15eca6b819956a1cfca4fce1da61a5018d,0.8935621218752944,0
False,True,True,False,False,True,False,True,False,False,0,6,False,False,0,0,0,6,True,False,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,False,521414f78cb74e84dce577e0bea84adb0e021134e2d60d1a459eb0f572fe66eb,0.8971702155012428,0
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,False,True,True,False,0,False,True,False,False,False,True,False,0,True,True,True,False,4eea6bd6b74fdac14cd5464eb7175d5d69c44ece5fd3f558ec89bbf9fa786a24,0.8954274703926064,0
False,True,False,False,True,True,False,True,False,False,0,6,False,False,0,0,0,6,True,False,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,False,4e310d1687be8980de9a5a3ee76907887010fb0aa3ed0772b8e8de1c6b012a85,0.8865702555900254,0
False,True,False,False,True,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,False,4c6998cfc7a0a7cbcdcccc1a7048d48d5d6f3e9d5b7d3e86414668edabad6dbd,0.8753368354456205,0
False,True,False,True,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,False,4b98ece333d1e8ec8435a5743afe317f8d0e9617bc94c23c7bc4a5afdb0f67b2,0.8831672446879903,0
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,False,True,0,False,False,False,False,True,False,True,0,False,False,False,False,4b48a3059777a5ec5e23fa16a9810ce3880e045f848b13decec266760a8ab844,0.8827142230979482,0
False,True,True,True,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,False,False,0,False,False,False,False,True,False,True,0,False,False,False,False,44e2059db4377619731d9bd6c6bf85686e229cb52d43ab52d62c0d1adb06e637,0.8868662735238736,0
False,True,False,True,True,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,False,446aaade8d2f7761ab8dfd445322cafda390f3dea066e510705a8edf6b448d1d,0.9173776421020128,0
False,True,False,False,True,False,False,True,False,False,0,6,False,False,0,0,0,6,False,True,False,False,False,True,0,True,False,False,False,False,False,False,0,False,False,False,False,43f5d8a9beff7d54881db52cc9833d02706c11741c757a8a71fd0f3281e0adb7,0.8925221117536566,0
