coregistration/source_target/func_on_anat,signal_modeling/nuisance_regressors,motion_correction_realignment/register_to/mean,coregistration/cost_function/normalised_mutual_information,motion_correction_realignment/register_to/first,signal_modelling/temporal_noise_autocorrelation/FAST,spatial_normalization/template/MNI152_linear,spatial_normalization/interpolation/trilinear,spatial_normalization/template/MNI305,spatial_normalization/algorithm/linear,spatial_normalization/bias_regularisation/light,signal_modeling/nuisance_regressors/motion,coregistration/cost_function/normalised_cross_correlation,spatial_normalization/algorithm/DARTEL,spatial_normalization/bias_regularisation/medium,spatial_normalization/bias_regularisation/very_light,spatial_normalization/bias_fwhm,spatial_smoothing/fwhm,coregistration/cost_function/mutual_information,signal_modelling/temporal_noise_autocorrelation/AR1,slice_timing_correction/ref_slice/middle,slice_timing_correction/ref_slice,signal_modeling/hrf/temporal_derivs,coregistration/cost_function/entropy_correlation_coefficient,spatial_normalization/bias_regularisation/extremely_light,signal_modeling/hrf/canonical,spatial_normalization/interpolation/nearest_neighbour,spatial_normalization/bias_regularisation,signal_modeling/nuisance_regressors/comp_cor,signal_modeling/hrf/temporal_dispersion_derivs,slice_timing_correction/tool,spatial_normalization/interpolation/bspline,spatial_normalization/bias_regularisation/heavy,slice_timing_correction,slice_timing_correction/tool/spm,slice_timing_correction/ref_slice/first,coregistration/source_target/anat_on_func,spatial_normalization/template/MNI152_nonlinear,id,from_ref
False,True,True,False,False,True,False,True,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,False,0,True,True,True,True,False,3540aafd09c4d078cdcff2250a57e9ee7b4c10a2f022b90a7049b652e7411947,0.9346625979215236
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,True,False,3488238060af60e57e2f9ee20ff3b0e4225067a728a0be55d0bb8d0503c91934,0.8753368354456205
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,True,False,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,True,False,342c4481f1af9b4d8c101a7b1af377b2c15b30d4e9fd1216e1166812bee467f0,0.8752371130989507
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,False,False,True,0,False,False,False,False,True,False,True,0,False,False,False,True,False,32f381b087db42ea47cfba2bb2a3dbdb3f7c75e402f0a0577ecb4d427951fb4b,0.9737644156180189
False,True,True,True,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,True,True,False,False,0,True,True,False,False,False,True,False,0,True,True,False,True,False,3198dcb6a7e619749a98f7a647ac71c16b857b1e3847bca257045e276a63b8cd,0.8768344811744261
False,True,True,False,False,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,True,False,True,0,True,False,False,False,False,True,False,0,True,True,True,True,False,3194ca359c9802f2addc5e54a21eef9d60f2a58e9a023d3f9670e3f2266a016f,0.95270046982649
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,True,False,314e1f503429bf9fef1c0a900df0898ccbff7485563881bd0008102a37a82e2b,0.7967489190892009
False,True,False,False,True,True,False,True,False,False,0,18,False,False,0,0,0,6,True,False,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,True,False,309e18a94851c0ccc5de682fe66ec206e6931f84315a696f43034b05443260e7,0.9265799360534248
False,True,False,False,True,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,False,0,True,True,True,True,False,2fc109ed87b98dc024e97a9ba8ce52a30fc4ae4139c393830f7941536f563537,0.9386041114984426
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,True,True,True,True,0,False,True,False,False,False,True,False,0,True,True,False,True,False,2ed3289840dcf83a1552970cace47a98f802a8ee16a82c69cb8477a11dad75b2,0.9530515650046651
False,False,True,True,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,True,0,False,False,False,True,False,2e8414572bc92b880369b533ee30a729dfdc5050465376c447a179c3ff604b01,0.7924272950433486
False,True,False,False,True,False,False,False,False,False,0,24,False,False,0,0,0,6,True,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,True,False,2e53de3c1b9588c18721cf7cc3624a83adcdf1f57b81db7ec61bac8a25a4718c,0.9849569255742608
False,True,False,False,True,True,False,True,False,False,0,24,False,False,0,0,0,6,True,False,False,False,True,False,0,False,False,False,False,False,False,False,0,False,False,False,True,False,2da625c007becf55f38a55b68ad801962bb34e3906748ffaa6f8f9a5c0f4d3bb,0.9776441723937478
False,True,False,False,True,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,True,False,2d86e12fdef806e5e9310ef362ea3ddd1096b33771456831a9ecd404816d4f8d,0.8894765177790117
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,True,True,True,True,0,False,False,False,False,False,True,True,0,True,True,False,True,False,2b8b510c6e106b173900af84f4aa2bca9c4d4467b9c5085b88567f00393a3353,0.8039509409123407
False,True,False,True,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,True,False,2b23419912c964e494dc6bad1447a6c96b3afd79035503f0c3b2e224eeea18f0,0.9142055937857434
False,True,True,True,False,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,True,False,2b0716946cfd4fc73410b87b35161a906b3e2b48af53ff4dc3c88e2eb45065c4,0.9662215721856904
False,True,False,False,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,True,0,True,False,False,False,False,True,True,0,True,True,False,True,False,2b06015db8d941ab6fb8dbbef5c3f377577ecc2ce632c48790c7b4464d902006,0.9856169483923134
False,True,False,False,True,True,False,True,False,False,0,6,False,False,0,0,0,6,False,False,True,True,True,True,0,False,False,False,False,False,True,False,0,True,True,False,True,False,2af3f668707de0f784f6fc04bb079759a7554133e34d602e8c91dff815434b5d,0.8917503791993732
False,True,False,False,True,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,True,False,2a21f608ccab44322717f61df8c43a3eb10a4bea2f907b04fb09138837f5f8e0,0.8892569284425941
False,True,True,True,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,False,False,0,False,True,False,False,True,False,False,0,False,False,False,True,False,28829ade2e17932b71cb3627fbce3d371a05da909c5aa1eb0320ec353783ff27,0.863147456074502
False,True,True,True,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,False,0,True,False,False,False,False,True,True,0,True,True,False,True,False,27c99f6d638e1504eff8ebec9fb1b589bb10f763d61af7d380919e6ca6ada18f,0.991202592590122
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,True,True,0,False,True,False,False,False,True,False,0,True,True,True,True,False,26fd74cb6757ee9b15c89e5a26d754fee1931309fe8d9e0c0e00c08002e3cc52,0.897648095816173
False,True,False,False,True,True,False,True,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,False,0,True,True,True,True,False,26ca572a39c974767f60d6d1ede5010377a04af932f4b36710ba181e7d2e2d88,0.9000331288415001
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,True,False,25fd74baccd066acdb96a97173917753b022557f96d7c31388d918d0796fa586,0.7973969712163895
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,True,False,25f5aeddf5a802be7b780bf802e3105b07a6c28650312c51e03aedb9a21a4bbe,0.9476438504135128
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,True,True,True,0,False,True,False,False,False,True,False,0,True,True,True,True,False,25cecdda952ea6450e50940b90f76f11fc4151f46d1d01feec1682e9fd09e522,0.9396420233834804
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,True,False,2305d6df0100bcd66b9ef80effb7e8ecab4240198f0444b4a795ae213689394a,0.954848142836624
False,True,True,True,False,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,False,True,False,0,False,False,False,False,False,False,False,0,False,False,False,True,False,229bf14a5d516abaadc5c8366549831ac1a14d08fa0a046253dbb6f4be85589f,0.9891739953238168
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,True,False,21fbe476afe00ea2b709d7328b4e2a6d891a612b241e6aff3ca4c4926df07276,0.7830719883355189
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,True,True,False,False,0,True,False,False,False,False,True,True,0,True,True,False,True,False,215e542920032d1bbefe90968f8da0b624d08c238e32f82d651095a84cd29110,0.8005983216914722
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,False,False,True,0,False,False,False,False,True,False,True,0,False,False,False,True,False,211d80636dac04b8ed175e5cc41398c32e6d5050831e7d94d76793a97cc97844,0.8831241376933378
False,False,False,False,True,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,True,False,1f8d4a8a72d326589dd9693ea5ed9f21fe61cbd0facc884bddf952e2c0f967e0,0.7987283408206616
False,True,False,True,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,True,0,False,False,False,True,False,1e8cdf2a886b6914ae0d0cc4a451c29321128a19510f89ae788091b060778c92,0.9567016306283452
False,True,False,False,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,True,True,True,0,False,False,False,False,False,True,True,0,True,True,True,True,False,1d50aa33eda79c83c278711f0fa86da8d3576e02d2acdbea5cbced0d18bbf12d,0.9607001359404
False,True,True,True,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,True,False,1ac05f515bdacb6eb44ef906d7c0f78fbc9a6a24ca3402b4ac55904381623305,0.9217940863575622
False,True,True,False,False,False,False,True,False,False,0,24,False,False,0,0,0,6,False,True,False,False,False,True,0,True,False,False,False,False,False,False,0,False,False,False,True,False,1a84ac873956a2cfa4d5940338138420e1497be4d00cc2055a1710059ee67f8a,0.9768688614684488
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,False,True,True,0,False,False,False,False,False,False,True,0,False,False,False,True,False,1a32cb5708568ace6f2ca66f9dd2e258858befba22963700abf021a33133d7e1,0.8969861982572208
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,True,True,0,False,True,False,False,False,True,False,0,True,True,True,True,False,17cdd9a0c754289076655c94e3444b37d7e64b59520339c566e3ddd63f7fe794,0.7846495516732919
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,True,False,176cb5c962ea229526d7a35cc1282d57f703a6fc494da76e6ef86c9c5bfd9a5b,0.7993142198252425
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,True,True,False,True,0,True,False,False,False,False,True,True,0,True,True,False,True,False,175aba5e213089daa24c32d5cb3c34193538db2a394fe7956eec838c924b11d5,0.8054114068167737
False,True,True,False,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,False,True,True,0,False,True,False,False,False,False,False,0,False,False,False,True,False,172d950d8a16a275bf53054b3c61156521fff4e039c1738343e4d01ee61cf079,0.8754373613634808
False,True,False,True,True,True,False,True,False,False,0,6,False,False,0,0,0,6,False,False,False,False,True,False,0,False,False,False,False,False,False,False,0,False,False,False,True,False,171a3a687797865768b6ecb66cd643d7355090e7e7e25c72e746b723866104bb,0.8924491582239386
False,False,True,False,False,False,False,True,False,False,0,0,False,False,0,0,0,6,True,True,True,True,True,False,0,False,False,False,False,False,True,False,0,True,True,False,True,False,16ff0e43ab40711b3fb7f1accf73ddb697d6c0ae2543539abafc996ac50f5ce8,0.7961381728342645
False,True,True,True,False,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,False,True,False,0,False,True,False,False,False,False,False,0,False,False,False,True,False,16590aa85c2c15a26349366876c38361091f5acad751788b2e6e44cf4bc6439e,0.9668311412905848
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,True,False,1645124cf9753dd0e0395edc0a91a0d73369554875e2ab3eadcef7b556e4efca,0.96990115109161
False,True,False,False,True,False,False,True,False,False,0,24,False,False,0,0,0,6,True,True,False,True,False,False,0,True,False,False,False,False,True,False,0,True,True,True,True,False,156135b7001583da207e7be266c979b29206729413a12af04447262e12a43bc4,0.9460014667877716
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,True,False,True,True,False,False,0,True,False,False,False,False,True,True,0,True,True,False,True,False,155bd3c3c595491977f67c136baf756076735ee7e818f78f74e88a4f726337a5,0.9656602341011437
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,True,True,True,True,0,False,True,False,False,False,True,False,0,True,True,False,True,False,136e8cb2dd683bd2cebd8995da163338571145a0eb00bbecd2905e5410621229,0.9694452631548496
False,True,True,False,False,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,False,False,True,0,True,False,False,False,False,False,False,0,False,False,False,True,False,1354cd688fa091b47b06ef8f20bff082400757a8de4e4fce9517c3bf5f5f26f8,0.9768688614684488
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,True,False,12fc9b008b26935951c1c20e2e017f39ee013fdc992aea54cf8e89c4e47ab10f,0.7897556638923868
False,False,True,False,False,True,False,True,False,False,0,0,False,False,0,0,0,6,True,False,True,True,False,False,0,False,False,False,False,True,True,False,0,True,True,False,True,False,12fb4562c7be03acd3cdffc1a7c82d774a52de0ad18de538ec34fbed871ab53d,0.7805464016656275
False,True,True,False,False,True,False,True,False,False,0,18,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,True,False,12f693d3898a60828da98de7eba7c24e7d935ea656604506518d026b54d43bc9,0.946531559519917
False,True,False,True,True,True,False,True,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,False,0,True,False,False,False,False,True,False,0,True,True,True,True,False,11fc763ca8de99dfbf41012be617b20e9f96816b5199b819fa9e19f4cad8a463,0.912938093694282
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,False,False,True,False,0,False,True,False,False,False,False,False,0,False,False,False,True,False,10b9a6967f44a46fbd728f55381be2a4a4e16cc4bc948d4a2455cf1622439b79,0.7880348799422212
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,True,0,False,False,False,False,True,True,True,0,True,True,True,True,False,1086409669e60699e26a49ebf07a727a85a44e442211eb560e87e694c4b9e278,0.7877143411859556
False,True,False,False,True,False,False,True,False,False,0,18,False,False,0,0,0,6,True,True,True,True,True,False,0,False,False,False,False,False,True,False,0,True,True,False,True,False,1042e25157835938775a194505057ecf1fc48c4dfb19836b3e83fc0b6a56b6ac,0.9652017656363578
False,False,True,True,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,True,False,100d109b3950eac88562fa546f0b50fce958fda08b091c19a03967aa79462002,0.8084490506798745
False,True,False,False,True,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,True,False,0d876729aba27082aa6fa8fe0420549b5540c0fb2e5926552188350cc47b70eb,0.859209434784278
False,True,False,True,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,True,False,0cea47c2e9603248a82f508b8df7f251c5e1ba1046a6587ed0e977c92ebc69b4,0.9742943871381976
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,True,0,False,True,False,False,True,True,False,0,True,True,True,True,False,0b5f05e83edb981ada7c8961f2ed59677360b8eb4d3d1527ac7ccebc5d74803d,0.8844809589786817
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,True,0,True,False,False,False,False,True,True,0,True,True,True,True,False,0ad7db446e75208648e0dc59df6c31add428d9c3ea691561a541b653ce06420e,0.8033935564289696
False,True,False,False,True,False,False,False,False,False,0,24,False,False,0,0,0,6,True,True,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,True,False,090feeffb5f31c33a605f5bbea54a7a8fe2e5470e327a5eb308f261eb14e41fc,0.981088481888058
False,True,False,False,True,True,False,True,False,False,0,18,False,False,0,0,0,6,False,False,True,True,False,True,0,False,False,False,False,True,True,False,0,True,True,False,True,False,087f0808795105e6e074ccb1b87d6e3dbce63c0663de2923c202f6d85b0bc318,0.954178983146894
False,True,True,False,False,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,False,False,True,0,False,False,False,False,True,False,True,0,False,False,False,True,False,085f554ed9b20e1cb6467d1b3cac8459bc784461c5dbe2879e06215b28c216ad,0.9737644156180189
False,True,True,False,False,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,True,False,True,0,True,True,False,False,False,True,False,0,True,True,True,True,False,0772ce554e2fd710c59977fc1c01c7f392ab0de085a388b7b9b960276779cf09,0.9347937066680562
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,False,True,0,False,True,False,False,True,False,False,0,False,False,False,True,False,0768a81c81f652af294f4949220886afba85842abf32abdb2528c001d25a5604,0.8617904764037269
False,True,False,True,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,True,True,False,0,False,True,False,False,False,True,False,0,True,True,True,True,False,06fad9e66ad574f6ac42c46894193e099345b13f6fac61aba3f50d62c21f0032,0.9327021434384384
False,True,False,False,True,False,False,False,False,False,0,18,False,False,0,0,0,6,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,True,False,066c79b6eecac99399a5fc29d36d88921ccebc385a9061d6b5016079fd1022f7,0.943486713114552
False,True,True,True,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,True,False,05d9e30eec79062bde3d714cbda87c218bc0040e197cba11da021cb46964e878,0.900964957534064
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,True,False,0460406a460d88bcfe9d2fb0750300842b07a4dbede719ed9e161282c17184c4,0.7836521946923568
False,True,True,False,False,True,False,True,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,False,0,True,True,True,True,False,03dcad43f2675938f00e698412db7898918ec99ee2ee66798ea48403f60b77b1,0.9013192301465172
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,False,False,True,0,False,True,False,False,True,False,False,0,False,False,False,True,False,0351442e1892be6af545eda545d1a0261d0d23fb0cbc55109f1666bde117fec4,0.9482192575554264
False,True,False,False,True,False,False,True,False,False,0,24,False,False,0,0,0,6,False,True,False,False,True,True,0,False,False,False,False,False,False,False,0,False,False,False,True,False,02cde90ec2028f8504ebdfb9356b1804c2679af89c8ff161dbefeba51e8b9824,0.984603406331521
False,True,True,False,False,True,False,False,False,False,0,6,False,False,0,0,0,6,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,True,False,025125ea4708c6e8c6acf6879b3b66b9324f7903fd15b8dca37280cedda37bf3,0.8740758744783499
False,False,False,True,True,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,True,False,023f04fac611061bd8904d53f3bfdb9d5e137904a126e06b3e7727e457e90bcb,0.7908354436825961
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,False,False,True,0,True,True,False,False,False,False,False,0,False,False,False,True,False,01ef69076506ea40f769378679367d7ded12063585042b2b827b13fc3f63ab68,0.7898201079290809
False,True,False,False,True,True,False,True,False,False,0,24,False,False,0,0,0,6,True,False,False,False,False,False,0,False,False,False,False,True,False,False,0,False,False,False,True,False,01c1cd262c3b8a05930fdf50e7f65430a636028b06e6def9793e9b58289641b7,0.9599845057597576
False,False,False,True,True,True,False,True,False,False,0,0,False,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,False,0,False,False,False,True,False,0109bc5afaf052df332b267b99c88e8525cc4318f990aa24414c34b715ea4d90,0.7857833033678244
False,True,False,True,True,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,True,False,00d978fce6dbfdcae93feb84d97dffa6cf46080035faba5432104b14aef2d8e5,0.9772735627340516
False,True,True,True,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,False,0,True,True,False,False,False,True,False,0,True,True,False,True,False,006fb38da122f3aa516a611c695294f915f1508f03fff1e8831c6d7ffbca4d26,0.9629773021225873
