coregistration/source_target/func_on_anat,signal_modeling/nuisance_regressors,motion_correction_realignment/register_to/mean,coregistration/cost_function/normalised_mutual_information,motion_correction_realignment/register_to/first,signal_modelling/temporal_noise_autocorrelation/FAST,spatial_normalization/template/MNI152_linear,spatial_normalization/interpolation/trilinear,spatial_normalization/template/MNI305,spatial_normalization/algorithm/linear,spatial_normalization/bias_regularisation/light,signal_modeling/nuisance_regressors/motion,coregistration/cost_function/normalised_cross_correlation,spatial_normalization/algorithm/DARTEL,spatial_normalization/bias_regularisation/medium,spatial_normalization/bias_regularisation/very_light,spatial_normalization/bias_fwhm,spatial_smoothing/fwhm,coregistration/cost_function/mutual_information,signal_modelling/temporal_noise_autocorrelation/AR1,slice_timing_correction/ref_slice/middle,slice_timing_correction/ref_slice,signal_modeling/hrf/temporal_derivs,coregistration/cost_function/entropy_correlation_coefficient,spatial_normalization/bias_regularisation/extremely_light,signal_modeling/hrf/canonical,spatial_normalization/interpolation/nearest_neighbour,spatial_normalization/bias_regularisation,signal_modeling/nuisance_regressors/comp_cor,signal_modeling/hrf/temporal_dispersion_derivs,slice_timing_correction/tool,spatial_normalization/interpolation/bspline,spatial_normalization/bias_regularisation/heavy,slice_timing_correction,slice_timing_correction/tool/spm,slice_timing_correction/ref_slice/first,spatial_normalization/template/MNI152_nonlinear,id,from_ref,target
False,True,True,True,False,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,False,7f4efa96a158acdce556a69531df8bcb5f11c7f6c27cf663367257533a234804,0.9556405038127012,0
False,True,True,True,False,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,False,7ecf24af36852b4efb831723f5254186a69a212d1e73bb50c139c7523fb63087,0.9172501302310984,0
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,False,7d63c0690a7bb744f20a686999256d4a716c1bbfded6d14e8fdb0a1edee4bf69,0.9558236190102518,0
False,True,False,False,True,True,False,True,False,False,0,24,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,False,78b41f0a90214705b90a7e938db1a6538b61a02d434e71163f5e2b8514f1dc17,0.9507485285211918,0
False,True,True,False,False,True,False,True,False,False,0,24,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,False,755f39143f8f0b2412578860c8d32898954f8423f12e8a9d1aa5276ca58f5ffc,0.9529679630303796,0
False,True,True,True,False,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,False,6ebe3fde606a5ce7da4561afe36087b13194c3bd90ceb0c26c23e70016bb4c54,0.9451222508949731,0
False,True,True,False,False,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,True,0,True,False,False,False,False,True,True,0,True,True,True,False,6ccedf83e14ed1725cbaeb241fa1af7ccb4c55452f03b0b37a65850d752995d4,0.9510496418705394,0
False,True,True,False,False,True,False,True,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,True,0,True,False,False,False,False,True,False,0,True,True,True,False,6b15d802e4ad584b94f82fc894744c3d932929025457f9cf1f2814b7988b8fa9,0.9472589335724236,0
False,True,False,False,True,True,False,True,False,False,0,24,False,False,0,0,0,6,True,False,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,False,6ab97085a8e4d559a40588108730367083836cc619993d8f845df59f62fd6e5b,0.9324524375051052,0
False,True,True,True,False,False,False,True,False,False,0,24,False,False,0,0,0,6,False,True,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,False,6a45076ef4e7d5e2e19b1eff4c2400f12820aff5f5de35786a0a2f8889ce0fc1,0.962165178933634,0
False,True,False,False,True,False,False,False,False,False,0,24,False,False,0,0,0,6,True,True,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,False,5887bab42574b98e6ac43ad8b3232d7ea7c63ac3756624e37637d61a7898ac49,0.9345316932505364,0
False,True,True,False,False,False,False,True,False,False,0,24,False,False,0,0,0,6,True,True,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,False,521098a29538c2356a9071eb57750d7fa59f979c7acb658f1f98a7622a3f0136,0.9529679630303796,0
False,True,False,False,True,True,False,True,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,False,0,True,True,True,False,4c85edc9f5835cb0bbdb5e7299c1388204e35aa7568d8d7da1436236e75a9011,0.9326208983879128,0
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,True,0,True,False,False,False,False,True,True,0,True,True,True,False,4a53c05ef40d127c3f9d35d6c05b514762a38d9a2cfbbc03750383aef30a48f0,0.9506656424277052,0
False,True,True,False,False,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,True,True,True,0,False,False,False,False,False,True,True,0,True,True,True,False,421194597c163dd91d9ce4b9452c377345fa7089c0fef4436dffb95c673dd2c6,0.955538544064834,0
False,True,False,True,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,False,41cc982421a031b2b8dce89f75cce5d40a0d74290ffd38e977a1180be955b834,0.9142055937857434,0
False,True,False,False,True,False,False,False,False,False,0,24,False,False,0,0,0,6,True,True,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,False,4199e9d1f783742bed648413585476fc59d9ed095c0e882ab4b875deba8fb1e5,0.9485459361207882,0
False,True,False,True,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,False,3c9e8ebf337ede55de397425f019d753dca4316654d807aa9f44fe7e234affa2,0.9552584867977596,0
False,True,True,False,False,True,False,False,False,False,0,18,False,False,0,0,0,6,True,False,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,False,3b59129a021d428923efeb4b4e272ecb328af4bd1576087c9457576018770d05,0.9322259259112304,0
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,True,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,False,3a9f642fc69e25b0249c29200e88afa8956cd7285f7f37db3737337e44c9138f,0.9101658413345288,0
False,True,True,False,False,True,False,True,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,False,0,True,True,True,False,3540aafd09c4d078cdcff2250a57e9ee7b4c10a2f022b90a7049b652e7411947,0.9346625979215236,0
False,True,True,False,False,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,True,False,True,0,True,False,False,False,False,True,False,0,True,True,True,False,3194ca359c9802f2addc5e54a21eef9d60f2a58e9a023d3f9670e3f2266a016f,0.95270046982649,0
False,True,False,False,True,True,False,True,False,False,0,18,False,False,0,0,0,6,True,False,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,False,309e18a94851c0ccc5de682fe66ec206e6931f84315a696f43034b05443260e7,0.9265799360534248,0
False,True,False,False,True,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,False,0,True,True,True,False,2fc109ed87b98dc024e97a9ba8ce52a30fc4ae4139c393830f7941536f563537,0.9386041114984426,0
False,True,False,True,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,False,2b23419912c964e494dc6bad1447a6c96b3afd79035503f0c3b2e224eeea18f0,0.9142055937857434,0
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,True,True,True,0,False,True,False,False,False,True,False,0,True,True,True,False,25cecdda952ea6450e50940b90f76f11fc4151f46d1d01feec1682e9fd09e522,0.9396420233834804,0
False,True,False,False,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,True,True,True,0,False,False,False,False,False,True,True,0,True,True,True,False,1d50aa33eda79c83c278711f0fa86da8d3576e02d2acdbea5cbced0d18bbf12d,0.9607001359404,0
False,True,False,False,True,False,False,True,False,False,0,24,False,False,0,0,0,6,True,True,False,True,False,False,0,True,False,False,False,False,True,False,0,True,True,True,False,156135b7001583da207e7be266c979b29206729413a12af04447262e12a43bc4,0.9460014667877716,0
False,True,True,False,False,True,False,True,False,False,0,18,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,False,12f693d3898a60828da98de7eba7c24e7d935ea656604506518d026b54d43bc9,0.946531559519917,0
False,True,True,False,False,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,True,False,True,0,True,True,False,False,False,True,False,0,True,True,True,False,0772ce554e2fd710c59977fc1c01c7f392ab0de085a388b7b9b960276779cf09,0.9347937066680562,0
False,True,False,True,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,True,True,False,0,False,True,False,False,False,True,False,0,True,True,True,False,06fad9e66ad574f6ac42c46894193e099345b13f6fac61aba3f50d62c21f0032,0.9327021434384384,0
